customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,promo_code_used,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days
1283,46,Male,Backpack,Accessories,68.0,California,S,Pink,Fall,4.0,Yes,Free Shipping,No,No,3,Bank Transfer,Every 3 Months,46-60,90
3439,22,Male,Backpack,Accessories,87.0,Oregon,M,Red,Winter,4.1,No,Standard,No,No,22,PayPal,Monthly,18-30,30
3802,30,Female,Jacket,Outerwear,120.0,Vermont,M,Orange,Spring,4.5,No,Express,No,No,2,Venmo,Quarterly,18-30,90
1165,22,Male,Sweater,Clothing,53.0,Illinois,L,Purple,Summer,4.5,No,Store Pickup,No,No,9,Venmo,Monthly,18-30,30
1701,40,Male,Gloves,Accessories,31.0,North Dakota,L,Violet,Spring,3.4,No,Standard,Yes,Yes,4,Credit Card,Quarterly,31-45,90
4239,69,Female,Jacket,Outerwear,149.0,Wyoming,XL,Gray,Fall,4.7,Yes,Free Shipping,Yes,Yes,80,Credit Card,Quarterly,61+,90
3982,69,Female,Hat,Accessories,20.0,Iowa,M,Teal,Spring,3.6,No,Express,Yes,Yes,12,Cash,Monthly,61+,30
2901,21,Female,Hat,Accessories,28.0,West Virginia,S,Cyan,Spring,4.2,Yes,2-Day Shipping,Yes,Yes,32,Cash,Quarterly,18-30,90
532,55,Male,T-shirt,Clothing,22.0,Montana,M,Lavender,Spring,4.2,Yes,Store Pickup,Yes,Yes,9,Credit Card,Quarterly,46-60,90
2051,59,Male,Shirt,Clothing,47.0,Montana,L,Pink,Spring,4.2,Yes,Express,No,No,42,PayPal,Weekly,46-60,7
2190,56,Female,Dress,Clothing,44.0,Indiana,M,Lavender,Winter,4.2,Yes,2-Day Shipping,No,No,12,PayPal,Monthly,46-60,30
3286,27,Male,Jeans,Clothing,45.0,Iowa,L,Silver,Fall,4.4,No,2-Day Shipping,Yes,Yes,24,Venmo,Bi-Weekly,18-30,14
15,24,Female,Shirt,Clothing,31.0,Indiana,M,Maroon,Fall,3.5,No,Standard,Yes,Yes,4,Bank Transfer,Annually,18-30,365
4311,55,Male,Pants,Clothing,67.0,Arkansas,L,Olive,Winter,3.6,No,Standard,No,No,8,PayPal,Annually,46-60,365
76,52,Male,Sunglasses,Accessories,66.0,Delaware,XL,Orange,Summer,4.2,Yes,Store Pickup,Yes,Yes,11,Bank Transfer,Quarterly,46-60,90
4472,34,Female,Sandals,Footwear,58.0,Maryland,XL,Cyan,Summer,3.7,No,Standard,No,No,15,Debit Card,Quarterly,31-45,90
3582,58,Male,Handbag,Accessories,67.0,Arizona,M,Black,Fall,4.4,No,Free Shipping,No,No,3,Venmo,Quarterly,46-60,90
3427,21,Male,Jacket,Outerwear,59.0,Alabama,L,Indigo,Spring,4.7,No,Express,No,No,0,PayPal,Annually,18-30,365
1113,53,Female,T-shirt,Clothing,60.0,Montana,L,Charcoal,Spring,3.9,Yes,Express,No,No,17,Venmo,Bi-Weekly,46-60,14
3132,40,Male,Sunglasses,Accessories,100.0,Texas,M,Gray,Summer,4.2,No,Standard,No,No,17,PayPal,Bi-Weekly,31-45,14
2643,56,Male,Belt,Accessories,33.0,Alaska,M,Indigo,Fall,4.2,No,Standard,No,No,1,Cash,Quarterly,46-60,90
2636,55,Male,Gloves,Accessories,37.0,Texas,S,Indigo,Winter,3.1,No,Store Pickup,Yes,Yes,20,Credit Card,Monthly,46-60,30
1313,65,Male,Boots,Footwear,101.0,New Mexico,L,Indigo,Spring,4.8,No,Standard,No,No,2,PayPal,Quarterly,61+,90
2645,55,Male,Pants,Clothing,80.0,Iowa,L,Indigo,Fall,4.1,Yes,Express,No,No,65,Bank Transfer,Weekly,46-60,7
4119,63,Male,Jacket,Outerwear,84.0,Utah,S,Red,Summer,4.1,No,Store Pickup,Yes,Yes,8,Venmo,Fortnightly,61+,14
3568,39,Female,Dress,Clothing,68.0,Maryland,M,Violet,Fall,3.6,No,Standard,No,No,6,Venmo,Quarterly,31-45,90
2558,57,Female,Boots,Footwear,140.0,California,L,Cyan,Summer,4.3,Yes,Standard,No,No,81,Credit Card,Monthly,46-60,30
4283,51,Male,Shoes,Footwear,48.0,Louisiana,XL,Cyan,Summer,4.5,No,2-Day Shipping,Yes,Yes,10,Venmo,Weekly,46-60,7
1593,44,Male,T-shirt,Clothing,27.0,West Virginia,M,Black,Winter,3.9,No,Store Pickup,No,No,14,Bank Transfer,Monthly,31-45,30
1746,27,Female,Belt,Accessories,39.0,Missouri,S,Magenta,Winter,3.9,No,2-Day Shipping,Yes,Yes,6,Bank Transfer,Annually,18-30,365
3462,70,Male,Boots,Footwear,76.0,Mississippi,S,Cyan,Summer,4.5,No,Free Shipping,No,No,8,Bank Transfer,Quarterly,61+,90
977,19,Male,Jewelry,Accessories,100.0,Alabama,L,Indigo,Winter,4.6,No,Next Day Air,No,No,9,Venmo,Every 3 Months,18-30,90
4671,34,Female,Handbag,Accessories,139.0,Washington,M,Orange,Summer,4.0,Yes,Express,No,No,36,PayPal,Monthly,31-45,30
3256,44,Female,Coat,Outerwear,119.0,Virginia,S,Gold,Winter,4.4,No,Express,No,No,3,Bank Transfer,Quarterly,31-45,90
2859,21,Male,Jewelry,Accessories,103.0,Nebraska,M,Maroon,Spring,4.6,No,2-Day Shipping,No,No,11,Venmo,Monthly,18-30,30
2559,42,Female,Belt,Accessories,43.0,New Mexico,M,Olive,Fall,3.9,No,Free Shipping,No,No,0,Venmo,Every 3 Months,31-45,90
4320,42,Female,Blouse,Clothing,52.0,California,L,Turquoise,Fall,4.1,Yes,Next Day Air,No,No,5,Venmo,Quarterly,31-45,90
1051,54,Female,Shoes,Footwear,96.0,New Mexico,L,Purple,Summer,4.1,No,2-Day Shipping,No,No,11,Bank Transfer,Annually,46-60,365
173,25,Female,Dress,Clothing,75.0,Georgia,L,Turquoise,Spring,4.0,No,Express,Yes,Yes,5,PayPal,Quarterly,18-30,90
819,41,Male,Scarf,Accessories,39.0,Kentucky,S,Silver,Fall,3.8,No,Free Shipping,Yes,Yes,8,Venmo,Quarterly,31-45,90
2132,70,Female,Sunglasses,Accessories,79.0,Delaware,S,White,Winter,4.5,Yes,Standard,No,No,37,Debit Card,Weekly,61+,7
2496,30,Female,Pants,Clothing,53.0,Arkansas,L,Lavender,Spring,3.9,No,Free Shipping,Yes,Yes,9,Bank Transfer,Annually,18-30,365
3196,27,Female,Belt,Accessories,47.0,Kentucky,M,Yellow,Spring,4.0,No,Standard,No,No,4,Debit Card,Quarterly,18-30,90
2940,25,Female,Socks,Clothing,20.0,South Carolina,L,Maroon,Winter,4.1,No,Store Pickup,Yes,Yes,13,PayPal,Every 3 Months,18-30,90
1526,69,Female,Shorts,Clothing,70.0,Oregon,L,Pink,Winter,3.9,Yes,Express,Yes,Yes,36,Debit Card,Monthly,61+,30
1561,23,Female,Jeans,Clothing,81.0,California,S,Indigo,Winter,4.0,Yes,Free Shipping,Yes,Yes,55,Debit Card,Bi-Weekly,18-30,14
3842,67,Female,Sneakers,Footwear,55.0,Ohio,XL,Black,Winter,4.5,Yes,Standard,No,No,7,Bank Transfer,Annually,61+,365
1844,29,Male,Shoes,Footwear,109.0,Washington,M,Green,Fall,4.1,Yes,Store Pickup,No,No,0,Venmo,Annually,18-30,365
4343,34,Male,Blouse,Clothing,50.0,Montana,M,White,Summer,4.3,No,Free Shipping,No,No,12,Credit Card,Quarterly,31-45,90
1564,58,Male,Sunglasses,Accessories,85.0,Rhode Island,S,Purple,Summer,4.2,Yes,Next Day Air,Yes,No,50,Venmo,Weekly,46-60,7
3090,48,Male,Shirt,Clothing,58.0,Vermont,S,Gold,Spring,4.1,No,Free Shipping,No,No,33,Bank Transfer,Bi-Weekly,46-60,14
3035,42,Female,Boots,Footwear,64.0,North Dakota,M,Beige,Spring,4.3,No,Standard,Yes,Yes,8,Cash,Quarterly,31-45,90
957,45,Female,Jeans,Clothing,89.0,Missouri,L,Olive,Spring,4.1,Yes,Standard,No,No,23,Credit Card,Quarterly,31-45,90
1568,54,Female,Belt,Accessories,49.0,Missouri,L,Orange,Spring,3.8,No,Next Day Air,No,No,7,Cash,Annually,46-60,365
1078,57,Male,Boots,Footwear,104.0,North Dakota,M,Green,Spring,4.8,Yes,2-Day Shipping,No,No,71,PayPal,Quarterly,46-60,90
1395,40,Female,Handbag,Accessories,133.0,Ohio,XL,Brown,Summer,5.0,No,Next Day Air,No,No,18,Credit Card,Quarterly,31-45,90
3637,20,Female,Pants,Clothing,47.0,Louisiana,L,Brown,Spring,5.0,No,Free Shipping,No,No,8,Credit Card,Quarterly,18-30,90
1996,64,Female,Coat,Outerwear,194.0,Texas,L,Turquoise,Summer,4.4,Yes,2-Day Shipping,No,No,21,PayPal,Fortnightly,61+,14
1045,34,Female,Blouse,Clothing,48.0,Iowa,L,Green,Spring,3.8,Yes,Free Shipping,Yes,Yes,0,Credit Card,Monthly,31-45,30
4183,33,Male,Sunglasses,Accessories,44.0,New Hampshire,M,Yellow,Spring,4.7,Yes,2-Day Shipping,Yes,No,1,Credit Card,Bi-Weekly,31-45,14
1762,25,Female,Hat,Accessories,22.0,Colorado,M,Teal,Fall,3.3,Yes,Free Shipping,Yes,Yes,7,PayPal,Bi-Weekly,18-30,14
1227,68,Male,Sweater,Clothing,60.0,Oregon,XL,Black,Fall,3.5,No,Standard,Yes,Yes,3,Cash,Quarterly,61+,90
2600,64,Male,Handbag,Accessories,143.0,West Virginia,M,Gray,Summer,4.7,Yes,Free Shipping,No,No,15,Cash,Fortnightly,61+,14
1219,66,Female,Dress,Clothing,124.0,Hawaii,M,Maroon,Spring,3.7,No,Store Pickup,Yes,No,22,Debit Card,Bi-Weekly,61+,14
1168,28,Male,Pants,Clothing,64.0,Ohio,L,Magenta,Winter,4.1,No,Standard,No,No,6,Cash,Annually,18-30,365
2402,39,Female,T-shirt,Clothing,48.0,Kentucky,L,Brown,Summer,4.2,No,Next Day Air,No,No,31,Venmo,Monthly,31-45,30
4487,62,Male,Boots,Footwear,154.0,Delaware,S,Indigo,Fall,4.0,Yes,Store Pickup,Yes,Yes,6,PayPal,Monthly,61+,30
2571,42,Female,Backpack,Accessories,89.0,Alaska,S,Olive,Winter,4.5,Yes,Free Shipping,Yes,No,72,Bank Transfer,Bi-Weekly,31-45,14
1735,30,Male,Shirt,Clothing,35.0,New Mexico,M,Turquoise,Fall,3.6,No,Free Shipping,No,No,11,Cash,Quarterly,18-30,90
2016,54,Male,Shirt,Clothing,43.0,Iowa,M,Olive,Summer,3.5,No,Store Pickup,Yes,Yes,10,Venmo,Every 3 Months,46-60,90
2396,26,Male,Shirt,Clothing,35.0,Massachusetts,L,Gray,Fall,4.4,Yes,Store Pickup,Yes,Yes,29,Credit Card,Bi-Weekly,18-30,14
1737,45,Female,Scarf,Accessories,30.0,Louisiana,M,Gray,Fall,4.3,Yes,Express,No,No,30,Bank Transfer,Weekly,31-45,7
1720,53,Male,Handbag,Accessories,93.0,Maine,M,Blue,Spring,4.2,No,Express,No,No,3,PayPal,Annually,46-60,365
3296,34,Female,Shirt,Clothing,39.0,Vermont,M,Charcoal,Winter,3.6,No,Store Pickup,No,No,6,Venmo,Monthly,31-45,30
3992,59,Female,Socks,Clothing,42.0,Virginia,XL,Olive,Spring,3.5,Yes,Express,No,No,15,PayPal,Monthly,46-60,30
1177,59,Male,Hat,Accessories,33.0,Nebraska,M,Brown,Summer,4.0,No,Standard,Yes,Yes,22,Debit Card,Fortnightly,46-60,14
3074,25,Female,Jewelry,Accessories,142.0,Wisconsin,M,Orange,Summer,4.3,Yes,Store Pickup,Yes,Yes,36,PayPal,Bi-Weekly,18-30,14
1750,49,Female,Skirt,Clothing,36.0,Oklahoma,S,Lavender,Winter,4.0,No,Express,No,No,13,Cash,Bi-Weekly,46-60,14
317,39,Male,Sunglasses,Accessories,60.0,Pennsylvania,M,Gray,Fall,4.7,Yes,Standard,No,No,46,Credit Card,Every 3 Months,31-45,90
2899,56,Female,Sweater,Clothing,68.0,Florida,M,Charcoal,Spring,4.1,No,Standard,Yes,No,10,Debit Card,Monthly,46-60,30
3859,41,Male,Handbag,Accessories,127.0,Rhode Island,S,Black,Spring,4.0,Yes,Store Pickup,Yes,No,19,Cash,Quarterly,31-45,90
2528,36,Male,Jewelry,Accessories,213.0,Rhode Island,S,Olive,Summer,4.4,Yes,Express,Yes,Yes,62,Debit Card,Bi-Weekly,31-45,14
1220,24,Male,Coat,Outerwear,101.0,Texas,M,Yellow,Spring,4.4,Yes,Next Day Air,No,No,52,Cash,Weekly,18-30,7
2158,62,Female,Hoodie,Clothing,105.0,Virginia,S,Pink,Fall,3.6,No,Standard,No,No,21,Cash,Fortnightly,61+,14
2121,19,Male,Shirt,Clothing,23.0,Florida,L,Yellow,Spring,4.6,No,Free Shipping,Yes,Yes,1,Venmo,Annually,18-30,365
4421,68,Male,Jacket,Outerwear,119.0,Michigan,L,Gold,Fall,4.3,No,Free Shipping,No,No,12,Venmo,Monthly,61+,30
2562,55,Male,Jeans,Clothing,49.0,North Carolina,M,Orange,Spring,3.9,No,2-Day Shipping,Yes,Yes,7,Credit Card,Quarterly,46-60,90
1095,45,Female,T-shirt,Clothing,40.0,Idaho,M,Lavender,Winter,3.4,No,Store Pickup,No,No,5,Credit Card,Quarterly,31-45,90
4345,61,Female,Blouse,Clothing,59.0,Texas,XL,Gold,Spring,4.2,Yes,Next Day Air,Yes,No,29,PayPal,Quarterly,61+,90
2610,69,Female,Shoes,Footwear,83.0,Alaska,XL,Purple,Spring,3.9,Yes,Next Day Air,No,No,9,Debit Card,Every 3 Months,61+,90
4212,32,Male,Sweater,Clothing,107.0,Louisiana,L,Magenta,Winter,4.2,Yes,Next Day Air,No,No,33,Bank Transfer,Bi-Weekly,31-45,14
3663,62,Female,Sunglasses,Accessories,46.0,Arizona,M,Purple,Summer,4.2,Yes,Store Pickup,Yes,Yes,11,Cash,Quarterly,61+,90
1816,18,Female,Jeans,Clothing,51.0,Idaho,M,Brown,Summer,4.7,No,Express,Yes,No,79,Bank Transfer,Monthly,18-30,30
3648,69,Female,Jacket,Outerwear,87.0,Louisiana,XL,Silver,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,4,PayPal,Monthly,61+,30
860,50,Female,Shoes,Footwear,155.0,Delaware,M,Turquoise,Summer,4.5,Yes,Store Pickup,Yes,Yes,20,PayPal,Monthly,46-60,30
2521,28,Male,Boots,Footwear,101.0,Virginia,M,Gold,Fall,4.2,Yes,Next Day Air,No,No,32,Cash,Weekly,18-30,7
4663,40,Female,Hat,Accessories,62.0,Montana,M,Magenta,Winter,3.5,Yes,2-Day Shipping,Yes,Yes,57,Cash,Monthly,31-45,30
1247,35,Male,Backpack,Accessories,78.0,Montana,M,Green,Fall,4.4,Yes,2-Day Shipping,No,No,15,PayPal,Fortnightly,31-45,14
1143,58,Male,Sunglasses,Accessories,55.0,Oklahoma,M,Yellow,Summer,4.6,No,Standard,Yes,Yes,2,Bank Transfer,Quarterly,46-60,90
4332,59,Male,Jewelry,Accessories,154.0,Oregon,M,Red,Winter,4.5,No,Standard,No,No,21,PayPal,Monthly,46-60,30
3117,70,Female,Jacket,Outerwear,152.0,Missouri,XL,Beige,Winter,4.9,Yes,Next Day Air,No,No,28,Credit Card,Weekly,61+,7
512,26,Female,Socks,Clothing,22.0,Florida,L,Teal,Fall,3.3,Yes,2-Day Shipping,Yes,No,8,Cash,Fortnightly,18-30,14
1504,69,Female,Dress,Clothing,64.0,Virginia,L,Silver,Summer,3.9,No,Next Day Air,Yes,No,6,Credit Card,Monthly,61+,30
3904,28,Female,Handbag,Accessories,105.0,Kentucky,S,Brown,Fall,4.5,No,Next Day Air,No,No,1,PayPal,Annually,18-30,365
3398,18,Male,Handbag,Accessories,102.0,South Dakota,M,Lavender,Winter,4.4,No,Express,Yes,Yes,9,PayPal,Bi-Weekly,18-30,14
1208,55,Male,Handbag,Accessories,134.0,New Mexico,L,Violet,Spring,4.7,Yes,Store Pickup,Yes,Yes,42,PayPal,Bi-Weekly,46-60,14
2754,47,Male,Blouse,Clothing,56.0,Kansas,S,Yellow,Spring,4.0,Yes,Standard,Yes,Yes,4,Credit Card,Annually,46-60,365
912,39,Male,Shorts,Clothing,46.0,Wisconsin,M,Black,Summer,3.3,Yes,Free Shipping,Yes,Yes,66,Venmo,Fortnightly,31-45,14
4517,56,Male,Shorts,Clothing,44.0,Delaware,S,Red,Spring,4.2,Yes,Next Day Air,No,No,32,Credit Card,Monthly,46-60,30
3820,59,Male,Sweater,Clothing,55.0,Wisconsin,L,Violet,Fall,4.0,No,Standard,Yes,Yes,14,Cash,Bi-Weekly,46-60,14
1502,54,Male,Shorts,Clothing,35.0,Maryland,M,Blue,Summer,3.6,No,Express,No,No,9,Debit Card,Quarterly,46-60,90
2482,30,Female,Jeans,Clothing,68.0,Nebraska,S,Pink,Summer,4.0,Yes,2-Day Shipping,Yes,No,27,Credit Card,Monthly,18-30,30
3225,41,Female,Pants,Clothing,49.0,West Virginia,XL,Green,Spring,4.5,No,Express,No,No,3,Venmo,Annually,31-45,365
3835,58,Male,Belt,Accessories,30.0,Michigan,M,Green,Winter,3.5,No,Store Pickup,No,No,12,Cash,Quarterly,46-60,90
2056,70,Female,Dress,Clothing,62.0,Delaware,M,Purple,Spring,3.5,No,Free Shipping,No,No,8,Debit Card,Annually,61+,365
104,53,Male,T-shirt,Clothing,34.0,Idaho,S,Red,Summer,3.8,No,2-Day Shipping,No,No,8,Credit Card,Fortnightly,46-60,14
98,38,Male,Sunglasses,Accessories,59.0,Idaho,S,Gold,Summer,4.6,No,2-Day Shipping,No,No,7,Debit Card,Monthly,31-45,30
2187,53,Female,Sweater,Clothing,43.0,New Jersey,S,Purple,Spring,3.8,No,Standard,No,No,3,PayPal,Quarterly,46-60,90
1824,24,Female,Sandals,Footwear,57.0,Arkansas,L,Magenta,Summer,4.0,No,Store Pickup,No,No,10,PayPal,Bi-Weekly,18-30,14
2607,62,Male,Blouse,Clothing,36.0,Rhode Island,L,Teal,Summer,4.1,No,Store Pickup,No,No,8,Debit Card,Quarterly,61+,90
4562,52,Female,Coat,Outerwear,108.0,Connecticut,S,Magenta,Winter,4.8,No,Store Pickup,No,No,2,PayPal,Quarterly,46-60,90
3477,66,Male,Gloves,Accessories,30.0,New York,S,Gray,Winter,3.6,No,Next Day Air,No,No,2,Cash,Quarterly,61+,90
1734,46,Female,Shoes,Footwear,119.0,Oregon,M,Green,Winter,3.5,No,2-Day Shipping,No,No,28,Venmo,Quarterly,46-60,90
1743,68,Female,Shirt,Clothing,34.0,Hawaii,M,Blue,Winter,3.7,No,2-Day Shipping,No,No,5,Cash,Monthly,61+,30
1043,25,Female,Pants,Clothing,39.0,Vermont,L,Indigo,Winter,3.7,Yes,Standard,Yes,Yes,16,Credit Card,Fortnightly,18-30,14
4641,24,Female,Jacket,Outerwear,120.0,Idaho,S,Black,Fall,3.9,No,Standard,No,No,4,Cash,Monthly,18-30,30
3422,48,Male,Coat,Outerwear,163.0,Montana,L,Yellow,Spring,4.5,No,Store Pickup,Yes,Yes,5,Cash,Quarterly,46-60,90
2117,33,Female,Gloves,Accessories,22.0,Wisconsin,XL,Gray,Winter,3.4,Yes,2-Day Shipping,Yes,Yes,7,Debit Card,Fortnightly,31-45,14
548,23,Male,Handbag,Accessories,85.0,Alabama,M,Teal,Fall,4.9,No,Standard,No,No,11,Bank Transfer,Annually,18-30,365
258,62,Female,Blouse,Clothing,52.0,Alabama,S,Charcoal,Winter,4.1,No,Next Day Air,Yes,Yes,10,Debit Card,Every 3 Months,61+,90
1283,46,Male,T-shirt,Clothing,35.0,California,S,Lavender,Fall,4.1,Yes,Express,Yes,Yes,1,Cash,Every 3 Months,46-60,90
3,59,Female,Dress,Clothing,56.0,New Jersey,S,Gold,Fall,3.6,No,Free Shipping,Yes,Yes,16,Venmo,Fortnightly,46-60,14
2552,57,Male,Backpack,Accessories,57.0,Iowa,S,Yellow,Fall,4.6,No,2-Day Shipping,No,No,4,Cash,Annually,46-60,365
1207,29,Male,Scarf,Accessories,46.0,Connecticut,M,Blue,Summer,4.3,Yes,Free Shipping,No,No,78,Cash,Monthly,18-30,30
4213,38,Male,Jacket,Outerwear,123.0,Vermont,M,Charcoal,Fall,5.0,No,Express,No,No,18,Cash,Monthly,31-45,30
1434,32,Female,Shirt,Clothing,57.0,Oregon,M,Yellow,Spring,4.0,Yes,Standard,No,No,10,Credit Card,Bi-Weekly,31-45,14
3204,53,Female,Boots,Footwear,82.0,Massachusetts,XL,Gray,Summer,4.2,Yes,Free Shipping,No,No,3,Cash,Monthly,46-60,30
396,31,Male,Dress,Clothing,50.0,Tennessee,M,Green,Spring,3.5,No,2-Day Shipping,No,No,7,Debit Card,Fortnightly,31-45,14
4383,35,Male,Scarf,Accessories,38.0,Indiana,M,Gold,Winter,4.7,No,Next Day Air,Yes,Yes,19,PayPal,Fortnightly,31-45,14
697,51,Male,Jeans,Clothing,48.0,Ohio,XL,Gray,Fall,4.3,No,Free Shipping,No,No,25,Credit Card,Bi-Weekly,46-60,14
3337,26,Male,Shirt,Clothing,31.0,Mississippi,L,Silver,Summer,4.0,No,2-Day Shipping,Yes,Yes,4,Cash,Quarterly,18-30,90
1334,29,Female,Sunglasses,Accessories,87.0,Arizona,M,Gold,Spring,4.0,No,2-Day Shipping,No,No,22,PayPal,Monthly,18-30,30
1835,56,Female,Shirt,Clothing,46.0,West Virginia,L,Pink,Spring,4.2,No,Standard,Yes,Yes,9,Debit Card,Quarterly,46-60,90
3750,64,Female,Scarf,Accessories,58.0,Kentucky,XL,Gray,Winter,4.0,No,Express,No,No,31,Bank Transfer,Monthly,61+,30
1516,51,Male,Handbag,Accessories,134.0,New York,M,Turquoise,Summer,4.1,Yes,Express,No,No,61,Cash,Weekly,46-60,7
1215,52,Male,Gloves,Accessories,30.0,Maine,M,Pink,Spring,3.6,No,Standard,Yes,Yes,5,PayPal,Fortnightly,46-60,14
1244,26,Female,Dress,Clothing,50.0,Iowa,S,Magenta,Summer,3.9,Yes,2-Day Shipping,No,No,74,PayPal,Annually,18-30,365
138,30,Male,Jacket,Outerwear,105.0,Idaho,M,Blue,Fall,4.2,No,2-Day Shipping,No,No,3,Venmo,Quarterly,18-30,90
1878,29,Male,Jacket,Outerwear,94.0,New Mexico,L,Brown,Winter,4.8,No,Next Day Air,Yes,Yes,4,Cash,Quarterly,18-30,90
931,27,Female,Blouse,Clothing,57.0,Tennessee,XL,Green,Fall,4.1,Yes,Standard,Yes,Yes,12,Bank Transfer,Fortnightly,18-30,14
3448,18,Male,Sandals,Footwear,85.0,Massachusetts,M,Orange,Spring,4.0,No,Standard,No,No,13,Debit Card,Fortnightly,18-30,14
2349,28,Female,Scarf,Accessories,25.0,Minnesota,XL,Lavender,Fall,4.5,No,2-Day Shipping,No,No,13,Cash,Quarterly,18-30,90
173,25,Female,Jacket,Outerwear,101.0,Georgia,XL,Orange,Spring,4.2,No,Store Pickup,No,No,6,Credit Card,Quarterly,18-30,90
2785,39,Male,Sneakers,Footwear,72.0,South Carolina,L,Gold,Fall,4.4,Yes,Express,No,No,25,PayPal,Weekly,31-45,7
2770,24,Female,Hat,Accessories,39.0,Hawaii,M,Cyan,Winter,4.0,No,Next Day Air,Yes,Yes,2,Bank Transfer,Quarterly,18-30,90
340,45,Female,Shorts,Clothing,26.0,Mississippi,M,Green,Winter,4.0,No,2-Day Shipping,Yes,No,9,Debit Card,Quarterly,31-45,90
3365,25,Female,Shirt,Clothing,38.0,Wyoming,S,Turquoise,Winter,3.9,No,Standard,Yes,Yes,10,PayPal,Quarterly,18-30,90
1781,62,Male,Shoes,Footwear,70.0,Montana,M,Blue,Summer,4.0,Yes,Standard,Yes,Yes,7,Cash,Quarterly,61+,90
2178,67,Male,Hat,Accessories,62.0,West Virginia,S,Pink,Summer,3.4,No,Standard,Yes,Yes,1,Debit Card,Monthly,61+,30
836,44,Male,Boots,Footwear,79.0,Montana,L,Green,Winter,4.3,No,2-Day Shipping,Yes,No,14,Venmo,Monthly,31-45,30
2026,63,Male,Socks,Clothing,22.0,Pennsylvania,S,Gray,Summer,3.7,Yes,2-Day Shipping,Yes,Yes,39,Cash,Monthly,61+,30
2987,61,Male,Scarf,Accessories,34.0,New Mexico,S,Pink,Fall,4.1,Yes,2-Day Shipping,No,No,42,Cash,Weekly,61+,7
2412,65,Male,Jewelry,Accessories,188.0,Illinois,S,Maroon,Fall,5.0,No,Store Pickup,No,No,6,Bank Transfer,Quarterly,61+,90
1416,33,Male,Jeans,Clothing,59.0,Georgia,L,White,Spring,3.8,No,Next Day Air,Yes,Yes,12,PayPal,Fortnightly,31-45,14
4467,19,Male,Shirt,Clothing,29.0,New Jersey,L,Silver,Winter,3.9,No,Free Shipping,No,No,8,Bank Transfer,Quarterly,18-30,90
1550,47,Male,Skirt,Clothing,49.0,South Carolina,M,Blue,Spring,3.9,Yes,Next Day Air,Yes,Yes,80,Cash,Weekly,46-60,7
3986,44,Female,Sunglasses,Accessories,60.0,Virginia,S,Lavender,Summer,4.9,No,Next Day Air,Yes,Yes,4,Venmo,Bi-Weekly,31-45,14
2958,68,Male,Dress,Clothing,71.0,California,S,Violet,Winter,3.8,Yes,Store Pickup,Yes,Yes,21,Bank Transfer,Quarterly,61+,90
3497,50,Female,Shoes,Footwear,94.0,Wyoming,L,Violet,Fall,3.8,No,Next Day Air,No,No,8,Debit Card,Monthly,46-60,30
2778,21,Female,Jacket,Outerwear,107.0,New Hampshire,M,Brown,Winter,4.6,No,Express,No,No,31,PayPal,Quarterly,18-30,90
1232,38,Male,Shoes,Footwear,111.0,South Dakota,M,Red,Spring,4.2,Yes,Express,Yes,Yes,79,Credit Card,Bi-Weekly,31-45,14
465,58,Male,Sneakers,Footwear,106.0,Washington,M,White,Fall,4.9,Yes,Express,Yes,Yes,83,Cash,Fortnightly,46-60,14
3275,31,Male,Jewelry,Accessories,210.0,Wyoming,M,Blue,Spring,4.7,No,Standard,No,No,19,PayPal,Monthly,31-45,30
4722,55,Male,Shirt,Clothing,33.0,Kentucky,M,Green,Summer,4.0,No,Standard,Yes,Yes,8,Venmo,Monthly,46-60,30
527,46,Male,Dress,Clothing,62.0,Michigan,L,Teal,Summer,4.0,No,Free Shipping,Yes,Yes,44,Cash,Monthly,46-60,30
4182,59,Female,Pants,Clothing,53.0,Illinois,S,Gold,Fall,4.0,No,Store Pickup,Yes,Yes,5,Cash,Every 3 Months,46-60,90
3392,28,Female,Blouse,Clothing,53.0,West Virginia,S,Teal,Winter,4.6,No,Next Day Air,No,No,3,Venmo,Every 3 Months,18-30,90
1259,50,Female,Handbag,Accessories,62.0,Idaho,L,Silver,Fall,4.8,Yes,Next Day Air,No,No,50,Bank Transfer,Bi-Weekly,46-60,14
4384,46,Female,Backpack,Accessories,82.0,Vermont,L,Peach,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,11,Venmo,Weekly,46-60,7
212,59,Female,Jewelry,Accessories,100.0,North Carolina,L,Beige,Summer,4.8,No,Free Shipping,No,No,3,Debit Card,Annually,46-60,365
383,33,Female,Sandals,Footwear,42.0,Utah,M,Violet,Fall,3.5,No,Standard,Yes,Yes,2,Cash,Weekly,31-45,7
308,44,Female,Shoes,Footwear,136.0,Wisconsin,M,Peach,Winter,4.3,Yes,Express,No,No,42,Credit Card,Monthly,31-45,30
129,21,Female,Coat,Outerwear,120.0,Arizona,L,Maroon,Fall,4.9,No,Express,No,No,33,Credit Card,Monthly,18-30,30
3712,38,Male,Shoes,Footwear,62.0,Montana,M,Purple,Fall,4.0,No,Standard,No,No,12,Credit Card,Quarterly,31-45,90
